Geneid	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL53_D_S42Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL53_V_S52Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL59_D_S19Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL50_V_S38Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL56_V_S7Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL69_D_S11Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL63_D_S15Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL50_D_S13Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL67_D_S22Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL67_V_S74Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL65_V_S69Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL59_V_S72Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL65_D_S48Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL56_D_S25Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL69_V_S39Aligned.sortedByCoord.out.bam	/hpcfs/users/a1647910/20200310_rRNADepletion/4_T47D_ZR75_DHT_StrippedSerum/2_alignedData/bam/GLL63_V_S8Aligned.sortedByCoord.out.bam
ENSG00000110811	825	831	473	555	628	34	27	565	20	25	21	949	36	623	11	25
ENSG00000111664	23	31	24	19	20	0	0	25	1	2	0	51	0	36	1	0
ENSG00000111665	828	950	433	397	671	221	142	399	130	267	167	980	266	576	173	198
ENSG00000111667	3013	2953	1964	2231	2609	570	434	2391	372	704	521	3498	937	2377	456	569
ENSG00000111669	12073	12207	7156	8128	10490	1998	1386	9301	1235	2077	1511	14155	2445	9500	1350	1862
ENSG00000111671	334	332	205	227	237	19	14	275	6	50	36	370	41	284	12	34
ENSG00000240370	34	28	11	16	27	9	5	23	7	8	6	43	16	30	12	7
ENSG00000010626	352	382	212	283	374	73	34	341	53	92	38	448	88	271	52	60
ENSG00000248593	42	32	25	17	36	13	9	39	10	12	15	68	16	32	9	10
ENSG00000275703	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000111674	559	550	407	275	430	49	27	306	15	27	15	703	45	455	28	29
ENSG00000111676	591	756	500	432	526	49	47	446	48	134	77	1199	113	535	62	65
ENSG00000111678	1777	1766	1094	1398	1362	204	119	1503	99	196	140	2030	251	1472	146	169
ENSG00000272173	29	28	19	26	23	2	2	23	1	6	1	29	3	28	2	2
ENSG00000238923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111679	1340	1420	822	1047	1201	104	50	1156	70	129	74	1596	150	1016	63	84
ENSG00000257084	172	177	106	154	167	4	5	195	9	9	5	229	22	183	13	17
ENSG00000207713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207708	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000271969	30	34	25	25	35	0	3	31	0	5	4	46	2	25	3	5
ENSG00000215021	5766	5791	3467	4202	4471	570	391	4827	345	641	435	6472	813	4148	381	549
ENSG00000238795	783	676	353	667	458	43	41	747	26	44	82	973	89	586	33	61
ENSG00000126749	1696	1943	1267	1202	1644	287	195	1505	193	308	231	2422	377	1575	176	286
ENSG00000111684	2154	2290	1476	1673	2035	206	121	1938	151	247	149	2967	283	1621	124	186
ENSG00000182326	11	23	13	12	25	0	2	16	2	2	0	31	4	19	4	4
ENSG00000239701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159403	26	34	14	18	22	5	3	7	6	10	6	33	3	14	3	4
ENSG00000139178	493	505	279	378	401	51	49	397	67	91	77	560	110	341	50	76
ENSG00000205885	112	130	52	76	88	13	10	74	10	24	13	157	19	72	11	17
ENSG00000139194	29	40	18	32	36	8	8	36	12	19	6	40	13	24	8	18
ENSG00000200345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256967	6	13	10	5	7	2	2	5	2	9	2	15	5	9	4	5
ENSG00000139182	1608	1703	1008	1247	1428	181	138	1284	150	334	205	2033	361	1214	202	223
ENSG00000285770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255572	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ENSG00000139197	931	1031	648	807	894	172	136	897	148	185	165	1195	263	837	131	214
ENSG00000256480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177675	75	64	40	32	61	0	0	75	0	2	4	90	4	63	1	6
ENSG00000255836	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000177575	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	1
ENSG00000235868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256331	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000255977	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187569	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205857	2	1	0	0	0	0	0	4	0	0	0	0	1	1	1	0
ENSG00000201549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111704	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000199912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173262	11	11	7	3	9	0	0	15	0	1	0	22	0	14	1	0
ENSG00000287713	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000201663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176654	2	1	0	1	0	1	0	1	1	0	0	2	0	0	0	0
ENSG00000255356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000059804	16	4	3	2	8	3	1	13	4	1	1	9	2	19	2	0
ENSG00000288043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240739	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0
ENSG00000282080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065970	750	852	509	576	662	99	91	650	67	135	74	1102	135	577	83	88
ENSG00000171860	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000089818	2150	2426	1213	1625	1910	398	294	1928	248	396	312	2775	509	1704	305	323
ENSG00000279865	23	27	15	19	21	32	6	8	6	12	5	27	17	17	7	13
ENSG00000284697	1	0	2	2	2	3	0	3	1	0	0	3	1	6	0	0
ENSG00000111729	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0
ENSG00000235602	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196946	0	1	0	2	0	2	0	0	0	0	0	2	0	2	0	0
ENSG00000226711	119	174	93	131	142	9	5	111	6	6	6	208	14	120	5	8
ENSG00000244050	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000276417	12	13	9	7	12	0	0	10	1	0	0	36	0	6	0	0
ENSG00000275367	38	41	30	31	56	0	0	49	0	0	0	83	1	33	0	0
ENSG00000171847	63	60	26	33	52	0	0	35	0	0	0	63	0	37	0	0
ENSG00000254016	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000164845	10	7	3	5	3	1	3	5	3	3	3	6	3	2	0	3
ENSG00000215241	58	85	49	71	53	0	0	71	2	0	0	86	0	58	0	0
ENSG00000286895	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000256589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286504	14	18	11	18	13	0	0	11	0	0	0	27	0	6	0	1
ENSG00000226091	35	25	18	14	26	3	1	25	3	3	1	39	3	16	1	2
ENSG00000256552	0	1	2	4	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000256101	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000277952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242661	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0
ENSG00000284687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205846	2	6	2	1	3	0	0	4	1	0	0	1	0	4	0	0
ENSG00000243830	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000201780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166527	2	15	5	17	11	0	0	7	0	0	0	10	0	4	1	0
ENSG00000246115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166523	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000255801	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111732	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0
ENSG00000280345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255967	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197614	0	0	0	1	2	0	1	0	0	1	0	0	0	0	1	0
ENSG00000255829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166532	1067	1344	758	980	1172	209	137	1186	137	204	129	1685	225	1011	142	165
ENSG00000244131	2	0	1	1	3	0	0	0	1	0	1	2	0	0	1	0
ENSG00000256661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000249790	0	0	1	0	1	0	0	3	0	1	0	0	0	2	0	0
ENSG00000256904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166535	2	7	1	3	7	3	2	5	5	1	2	2	8	3	5	1
ENSG00000282022	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000111752	127	168	92	105	127	25	26	136	15	32	25	199	44	119	21	29
ENSG00000003056	3524	3743	2089	2573	3039	834	544	3076	510	820	571	4062	893	2685	548	689
ENSG00000139187	3	0	2	1	2	3	0	3	0	1	2	1	1	1	1	1
ENSG00000257105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213049	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000255776	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000214851	7	6	4	5	8	1	1	8	1	2	0	13	2	5	1	3
ENSG00000245105	47	55	15	37	29	4	5	37	1	7	4	49	10	33	3	3
ENSG00000175899	10	11	4	9	5	0	0	6	0	1	0	13	0	5	0	0
ENSG00000256937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000126838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237248	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
ENSG00000256427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111788	63	72	40	39	43	4	8	30	7	10	4	65	12	44	4	10
ENSG00000212440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286911	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
ENSG00000260423	1	0	0	1	1	0	0	0	2	1	0	3	0	1	0	0
ENSG00000287577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256673	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000278635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214826	62	62	30	27	49	5	5	20	5	13	4	40	8	39	3	7
ENSG00000212432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284634	24	34	12	16	21	2	3	8	5	7	14	38	12	16	8	3
ENSG00000214776	30	58	29	22	37	4	2	28	2	3	4	71	3	25	2	2
ENSG00000256975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233719	1	5	2	0	6	0	0	3	0	0	0	6	0	0	1	0
ENSG00000272917	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000256442	0	2	0	0	0	1	1	1	1	1	0	1	1	1	1	1
ENSG00000256594	122	101	62	75	76	27	19	82	21	35	20	154	29	61	22	23
ENSG00000257027	173	277	119	172	194	53	43	158	53	60	60	373	91	142	54	44
ENSG00000069493	188	279	125	149	233	75	36	168	44	67	25	330	59	148	41	36
ENSG00000213443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256582	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000184293	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0
ENSG00000110848	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	3
ENSG00000256912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150045	9	7	9	10	10	0	0	8	0	0	0	8	0	13	0	0
ENSG00000110852	0	1	1	0	0	38	28	2	22	28	26	1	46	0	24	20
ENSG00000255882	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256797	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000188393	0	0	0	1	0	0	2	0	0	0	2	0	1	0	2	2
ENSG00000225231	0	1	0	1	1	0	0	0	2	0	0	0	1	0	0	0
ENSG00000231560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172322	1	4	0	1	0	0	2	1	0	0	2	0	1	0	1	0
ENSG00000165682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256660	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000256803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197992	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150048	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000223042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255734	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000172243	11	13	2	3	8	14	6	12	14	16	7	15	18	11	16	10
ENSG00000173391	279	109	136	70	90	576	406	159	375	385	406	133	884	170	306	361
ENSG00000165685	20	15	15	8	6	142	85	13	97	95	72	20	194	18	70	95
ENSG00000139112	550	586	358	486	592	288	219	563	216	284	259	809	411	495	224	270
ENSG00000255958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134539	1	5	2	2	7	0	0	1	3	0	0	8	1	6	1	1
ENSG00000256288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256155	0	0	0	0	0	0	0	0	3	1	0	2	1	0	0	0
ENSG00000245648	11	10	8	10	4	74	41	10	37	73	49	11	87	10	26	45
ENSG00000255819	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000213809	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205809	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000134545	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180574	4	5	8	14	9	8	6	16	7	9	1	19	9	9	3	9
ENSG00000257016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000256667	46	47	25	43	47	24	14	47	11	13	16	89	28	51	12	23
ENSG00000111196	746	838	491	501	777	208	155	669	156	176	154	1056	272	655	151	181
ENSG00000060140	193	195	122	125	168	78	45	158	40	72	49	270	92	175	41	79
ENSG00000060138	2176	2460	1499	1598	1987	298	211	1944	203	318	265	3393	473	1819	239	306
ENSG00000256888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121377	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000121314	1	1	0	0	2	0	0	0	0	0	0	2	0	1	0	0
ENSG00000121381	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000231887	25	38	28	20	28	7	7	31	6	19	11	72	20	41	10	20
ENSG00000121318	6	5	1	4	5	0	1	2	0	0	0	14	0	7	0	0
ENSG00000256651	6	2	1	1	2	0	0	6	0	0	0	6	0	4	0	0
ENSG00000111215	7	6	3	4	7	0	1	5	0	1	0	11	0	4	0	0
ENSG00000275778	10	6	0	5	5	1	0	2	1	0	0	6	0	7	0	1
ENSG00000256682	1	3	5	3	3	0	1	4	0	0	0	7	1	1	1	1
ENSG00000212128	6	9	10	10	9	0	2	16	1	1	1	21	1	11	1	1
ENSG00000134551	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000212127	42	37	28	27	42	13	4	39	6	13	5	67	8	29	6	13
ENSG00000212125	15	19	12	14	20	1	7	14	1	10	7	37	3	15	10	4
ENSG00000212126	10	23	8	11	14	0	2	10	2	0	4	22	0	7	3	1
ENSG00000255837	16	26	7	12	20	6	3	15	3	5	3	42	8	17	2	2
ENSG00000212124	25	27	13	27	27	8	4	23	3	5	7	49	5	14	4	6
ENSG00000256436	25	28	19	24	29	6	5	21	7	6	9	56	16	26	2	9
ENSG00000256019	4	2	4	4	6	3	2	8	1	0	2	12	0	2	0	1
ENSG00000226761	6	10	11	6	8	5	2	6	0	5	1	23	2	10	2	0
ENSG00000256274	1	3	5	0	1	9	5	1	11	9	6	7	8	2	9	9
ENSG00000255374	0	1	1	1	0	6	3	1	4	3	3	2	2	1	2	1
ENSG00000256400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256188	11	28	13	14	20	2	6	18	6	9	5	49	14	17	13	2
ENSG00000256981	16	16	12	7	9	1	2	8	1	8	2	21	10	8	2	4
ENSG00000256712	1	5	1	5	6	0	0	3	0	2	2	5	0	0	1	1
ENSG00000256537	482	671	365	516	570	276	164	529	195	314	202	748	351	492	200	241
ENSG00000186136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275119	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0
ENSG00000197870	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237303	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278654	0	1	0	0	2	0	0	2	0	0	0	2	0	1	0	0
ENSG00000277705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270863	0	1	3	0	3	0	0	3	0	0	0	4	1	2	0	0
ENSG00000274551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247157	15	14	8	19	12	0	0	10	0	1	0	26	0	11	1	3
ENSG00000139083	596	739	450	504	558	102	101	546	67	129	96	985	122	527	75	92
ENSG00000121380	2	0	1	1	2	0	0	2	3	0	0	1	0	3	0	0
ENSG00000198134	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000283475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000070018	858	1037	673	717	994	701	379	853	383	650	352	1514	736	811	401	480
ENSG00000242405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111261	442	445	290	326	431	860	413	421	454	739	475	591	826	335	418	546
ENSG00000243141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205791	6	11	8	6	3	0	3	12	2	8	7	2	8	7	5	8
ENSG00000165714	116	150	96	76	110	93	54	126	45	88	78	185	106	92	47	66
ENSG00000271370	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111266	918	840	611	563	732	655	388	836	432	678	430	1048	794	735	446	415
ENSG00000255670	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000240424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000111269	542	573	352	387	508	408	220	543	188	326	197	801	430	462	177	226
ENSG00000271215	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000275963	0	2	0	1	3	0	0	2	1	0	0	1	1	0	1	0
ENSG00000183150	0	0	0	2	0	23	14	1	8	15	7	0	11	1	8	13
ENSG00000257004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111276	1294	1558	846	1057	1235	686	409	1233	407	559	327	1585	762	1083	358	464
ENSG00000275560	34	33	14	26	27	15	14	21	12	9	17	42	21	30	5	13
ENSG00000256658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178878	139	129	72	82	119	15	14	105	21	18	9	170	26	101	13	11
ENSG00000207983	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000270296	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213782	45	43	33	43	40	30	21	42	12	25	19	76	25	46	16	26
ENSG00000242329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241352	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ENSG00000234498	4	0	1	0	0	1	1	2	0	0	0	1	1	0	0	0
ENSG00000013588	1977	1429	1291	1142	1150	451	378	1859	379	403	236	1966	644	1493	190	268
ENSG00000283759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000247498	0	3	2	0	3	0	0	4	0	0	0	6	0	4	0	0
ENSG00000111291	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0
ENSG00000256011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013583	172	172	197	137	162	53	38	145	41	75	39	260	93	179	46	45
ENSG00000183935	167	197	97	151	172	40	29	135	22	40	37	243	61	117	36	31
ENSG00000255621	2	3	1	4	0	0	0	2	0	0	0	2	0	1	0	0
ENSG00000243129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084444	758	954	546	689	784	174	137	705	123	194	126	1266	237	675	138	150
ENSG00000111305	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000134531	155	118	132	70	109	95	59	95	94	122	45	180	173	115	35	71
ENSG00000286869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180861	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273079	24	65	18	38	48	3	0	29	8	0	1	73	0	25	6	0
ENSG00000201476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
